"ROI_A","ROI_B","a","b","k","w_k","w_norm","w_sync","w_frac","w_k_log","w_norm_log","w_sync_log","w_frac_log","xA","yA","zA","xB","yB","zB","lobeA","lobeB"
"T3p.R","LG.R",25.1262906480222,5.13952413992211,22.2829570647116,22.2829570647116,1.96086267029809,1.11488548889564,0.595548369310495,3.14772163647672,1.08548066854308,0.749000668666363,0.467217482359681,53.8,-23.36,-18.1,13.93,-62.73,5.03,"Temporal","Occipital"
"T3p.R","TFa.L",2.87094633275776,9.19765953675991,33.3025638094336,33.3025638094336,6.48076788746874,5.26380088235487,0.846599298973152,3.53522009800922,2.01233544546984,1.83478717056431,0.613345730725186,53.8,-23.36,-18.1,-32.3,-4.53,-31.6,"Temporal","Temporal"
"T3p.R","TFa.R",10.024444194129,7.45329750435291,20.958623896105,20.958623896105,2.42470207797643,8.15146635856221,0.705737102601543,3.08915995056606,1.23101448339839,2.21391412421389,0.533997335554248,53.8,-23.36,-18.1,30.87,-2.55,-32.28,"Temporal","Temporal"
"T3p.R","TFp.L",39.2713243460414,39.5763656518068,37.8667163413486,37.8667163413486,0.960510059942994,124.135949754023,0.489926786462837,3.66013826332676,0.673204674052052,4.82940074432823,0.398726982148003,53.8,-23.36,-18.1,-36.02,-29.45,-15.04,"Temporal","Temporal"
"T3p.R","TFp.R",15.9022180209402,11.4626536140754,49.1125701432125,49.1125701432125,3.63765264105722,11.0624724814889,0.782109490903361,3.91427187768254,1.53420834190557,2.49009918533516,0.577797769867804,53.8,-23.36,-18.1,36.53,-23.81,-18.05,"Temporal","Temporal"
"T3p.R","TOF.L",68.1684355511905,15.5753715953328,22.8989331367152,22.8989331367152,0.702755700304767,0.435398339228465,0.353537707707086,3.17383381930997,0.532247938838733,0.361442399003596,0.30272168909094,53.8,-23.36,-18.1,-33.32,-53.65,-5.95,"Temporal","Occipital"
"T3p.R","TOF.R",19.1914930758135,1.44983073707071,44.3459996376245,44.3459996376245,8.4070071332021,2.49954013842577,0.81120738645943,3.81432196181311,2.24145485127613,1.25263157084186,0.593993687231435,53.8,-23.36,-18.1,35.02,-49.88,-6.56,"Temporal","Occipital"
"T3p.R","OF.L",17.75649147589,1e-08,36.9469889728015,36.9469889728015,87679.9861138256,2.08075942046416,0.806258586605902,3.63619015873873,11.3814603488547,1.12517613167907,0.591257626697563,53.8,-23.36,-18.1,-26.33,-76.86,-3.45,"Temporal","Occipital"
"T3p.R","OF.R",66.2271400399699,10.9088919171009,17.1079673003189,17.1079673003189,0.636487811699937,0.309264439341164,0.307277326646093,2.89635202375802,0.492552367146418,0.269465482828627,0.267946597785074,53.8,-23.36,-18.1,27.24,-75.48,-2.29,"Temporal","Occipital"
"T3p.R","FO.L",0.293902259178306,60.6336825346343,11.2058557799909,11.2058557799909,2.65452361835499,0.185712568775072,0.268921295721516,2.50191581855118,1.29596574773176,0.170343917725167,0.238167166100862,53.8,-23.36,-18.1,-39.82,18.29,14.62,"Temporal","Frontal"
"T3p.R","FO.R",42.9391957472981,28.3448841878646,6.75069344736737,6.75069344736737,0.193501390648283,0.462556452719237,0.159241759225342,2.04778231644208,0.176891331981057,0.380185899528813,0.147766135551931,53.8,-23.36,-18.1,41.14,18.82,14.75,"Temporal","Frontal"
"T3p.R","CO.L",41.3497099505238,16.316706075715,24.4413032115581,24.4413032115581,0.940961555209849,0.97636313873585,0.458780430823297,3.23637396402929,0.663183497298214,0.681258357105073,0.37760076529105,53.8,-23.36,-18.1,-48.03,-8.28,21.64,"Temporal","Frontal"
"T3p.R","CO.R",36.2634043083353,36.85999405672,23.7584243929108,23.7584243929108,0.64983892134259,39.8236554241573,0.393872276524727,3.20916581061028,0.500677659718279,3.70926170320472,0.33208568441374,53.8,-23.36,-18.1,49.47,-5.66,21.1,"Temporal","Frontal"
"T3p.R","PO.L",15.0457804822032,18.8891906951579,34.6495946379232,34.6495946379232,2.05534211908167,9.0153232943517,0.671281569701507,3.57373777619042,1.11689157295964,2.30411624961041,0.513590739129356,53.8,-23.36,-18.1,-48.4,-31.53,30.3,"Temporal","Parietal"
"T3p.R","PO.R",38.383401761864,34.6904260722617,13.4361925048368,13.4361925048368,0.368213468117428,3.63830958984026,0.268868466798947,2.66973842174544,0.313505850972257,1.5343499873258,0.238125532295448,53.8,-23.36,-18.1,48.86,-27.69,31.65,"Temporal","Parietal"
"T3p.R","PP.L",77.118427847712,46.1260158929781,0.80836298254239,0.80836298254239,0.0135535905554382,0.0260826087895463,0.0129481885272616,0.592422006499979,0.0134625622317152,0.0257482588968092,0.0128650773911534,53.8,-23.36,-18.1,-46.77,-5.34,2.46,"Temporal","Temporal"
"T3p.R","PP.R",25.5519057992657,1.73059671951972,32.214794349879,32.214794349879,4.84446448425459,1.35235191691953,0.702520113146551,3.50299538961464,1.76549497126642,0.85541564338436,0.532109572861058,53.8,-23.36,-18.1,48.11,-3.56,2.9,"Temporal","Temporal"
"T3p.R","H.L",5.63958432635372,24.0671895827674,33.5986209011402,33.5986209011402,2.88393331921149,1.82327647083551,0.693441250179007,3.54381382292076,1.35684838221051,1.0378980795931,0.526762701312257,53.8,-23.36,-18.1,-45.22,-20.04,17.31,"Temporal","Temporal"
"T3p.R","H.R",62.4146656451515,17.460922595215,51.6027993690018,51.6027993690018,1.56313448488448,1.14790882182537,0.56371493129,3.96276933827053,0.941230917673109,0.764494727805907,0.447064356513944,53.8,-23.36,-18.1,46.04,-17.36,16.89,"Temporal","Temporal"
"T3p.R","PT.L",18.2356281653747,5.77985971799815,45.5294867056043,45.5294867056043,4.43479696008062,3.6552929867527,0.791304798534793,3.84008623432363,1.6928221620245,1.53800484897452,0.582944292035528,53.8,-23.36,-18.1,-52.64,-29.69,20.8,"Temporal","Temporal"
"T3p.R","PT.R",43.990846840309,8.27458562125502,16.8026384949745,16.8026384949745,0.880690264396229,0.470447842271988,0.391347377989514,2.8793466763678,0.631638871367305,0.385567008999648,0.330272614322281,53.8,-23.36,-18.1,54.84,-25.33,22.39,"Temporal","Temporal"
"T3p.R","SCLC.L",22.5614934234168,35.5365355867458,23.0670525197686,23.0670525197686,0.81464920725564,1.77780160184456,0.442609234284118,3.18084378977951,0.595892174797624,1.02165982415924,0.366453442206639,53.8,-23.36,-18.1,-12.29,-68.86,25.57,"Temporal","Occipital"
"T3p.R","SCLC.R",12.865670063642,0.202846568957836,30.5938933296078,30.5938933296078,18.9380260703175,2.41604022407884,0.82400798244369,3.45296385285482,2.992628766169,1.22848205105572,0.601036267982306,53.8,-23.36,-18.1,9.09,-74.03,24.47,"Temporal","Occipital"
"T3p.R","OP.L",17.3376133547317,48.6517723041792,12.0624546185983,12.0624546185983,0.415328470669608,0.385207670845125,0.267714564764782,2.5697420555447,0.347361638904938,0.325850071247462,0.237215724022349,53.8,-23.36,-18.1,-17.23,-96.36,17.23,"Temporal","Occipital"
"T3p.R","OP.R",22.3020066974676,19.5610134681178,34.1488723556674,34.1488723556674,1.63496597941062,12.4585714154415,0.619982484577355,3.55959253682222,0.968870270870365,2.59961618302968,0.482415337196556,53.8,-23.36,-18.1,18.09,-95.14,18.35,"Temporal","Occipital"
"T3p.R","Thal.L",9.53297837190591,14.4739928931362,48.6350172808221,48.6350172808221,4.14038372833812,9.8431217371915,0.802048450146025,3.90469657819962,1.6371277319992,2.38353093768806,0.588924045698189,53.8,-23.36,-18.1,-9.99,-19.16,16.28,"Temporal","SCGM"
"T3p.R","Thal.R",45.4090360295072,56.2895363857278,16.6202129935622,16.6202129935622,0.328739286321796,1.52752271696195,0.246336688286424,2.86904670860536,0.284230587666385,0.927239659789783,0.220208599181835,53.8,-23.36,-18.1,10.92,-18.5,16.6,"Temporal","SCGM"
"T3p.R","Caud.L",10.9621006088393,14.629829450799,37.7151166209253,37.7151166209253,2.97816620740247,10.2829592816393,0.746670144221104,3.6562301341272,1.38082096120864,2.42329355932584,0.55771120062914,53.8,-23.36,-18.1,-12.84,8.92,19.71,"Temporal","SCGM"
"T3p.R","Caud.R",17.2674133697773,37.9865265940437,21.4620393064696,21.4620393064696,0.83799716770761,1.03585699051425,0.437206609332609,3.11182674244892,0.608676482968004,0.710916855805906,0.362701375002991,53.8,-23.36,-18.1,13.5,9.66,20.87,"Temporal","SCGM"
"T3p.R","Put.L",0.882828356014155,29.4861519609946,21.7157315435072,21.7157315435072,4.25625145200223,0.759203059204036,0.588498674042476,3.12305770399797,1.65941812098208,0.564860899231457,0.462789340004061,53.8,-23.36,-18.1,-24.79,0.54,10.42,"Temporal","SCGM"
"T3p.R","Put.R",13.6165508669683,1.84247534135885,37.9953069494597,37.9953069494597,7.58569817774657,3.22703074562301,0.83095585515484,3.66344130425962,2.15009781634808,1.4414997951856,0.604838155710218,53.8,-23.36,-18.1,25.48,2.03,10.35,"Temporal","SCGM"
